# Pokabbie feature-za-expansion canonical species data
# schema_version=1
# source_commit=91a4feca60251da39ac320bac91d7c59a8a7dd9a
species,pokemon,HP,Atk,Def,SpA,SpD,Spe,type1,type2,ability1,ability2,hidden_ability
SPECIES_SHAYMIN_LAND,Shaymin,100,100,100,100,100,100,TYPE_GRASS,TYPE_GRASS,ABILITY_NATURAL_CURE,ABILITY_NONE,ABILITY_NONE
SPECIES_SHAYMIN_SKY,Shaymin,100,103,75,120,75,127,TYPE_GRASS,TYPE_FLYING,ABILITY_SERENE_GRACE,ABILITY_NONE,ABILITY_NONE
SPECIES_SHEDINJA,Shedinja,1,90,45,30,30,40,TYPE_BUG,TYPE_GHOST,ABILITY_WONDER_GUARD,ABILITY_NONE,ABILITY_NONE
SPECIES_SHELGON,Shelgon,65,95,100,60,50,50,TYPE_DRAGON,TYPE_DRAGON,ABILITY_ROCK_HEAD,ABILITY_NONE,ABILITY_OVERCOAT
SPECIES_SHELLDER,Shellder,30,65,100,45,25,40,TYPE_WATER,TYPE_WATER,ABILITY_SHELL_ARMOR,ABILITY_SKILL_LINK,ABILITY_OVERCOAT
SPECIES_SHELLOS_EAST_SEA,Shellos,76,48,48,57,62,34,TYPE_WATER,TYPE_WATER,ABILITY_STICKY_HOLD,ABILITY_STORM_DRAIN,ABILITY_SAND_FORCE
SPECIES_SHELLOS_WEST_SEA,Shellos,76,48,48,57,62,34,TYPE_WATER,TYPE_WATER,ABILITY_STICKY_HOLD,ABILITY_STORM_DRAIN,ABILITY_SAND_FORCE
SPECIES_SHELMET,Shelmet,50,40,85,40,65,25,TYPE_BUG,TYPE_BUG,ABILITY_HYDRATION,ABILITY_SHELL_ARMOR,ABILITY_OVERCOAT
SPECIES_SHIELDON,Shieldon,30,42,118,42,88,30,TYPE_ROCK,TYPE_STEEL,ABILITY_STURDY,ABILITY_NONE,ABILITY_SOUNDPROOF
SPECIES_SHIFTRY,Shiftry,90,100,60,90,60,80,TYPE_GRASS,TYPE_DARK,ABILITY_CHLOROPHYLL,ABILITY_WIND_RIDER,ABILITY_PICKPOCKET
SPECIES_SHIINOTIC,Shiinotic,60,45,80,90,100,30,TYPE_GRASS,TYPE_FAIRY,ABILITY_ILLUMINATE,ABILITY_EFFECT_SPORE,ABILITY_RAIN_DISH
SPECIES_SHINX,Shinx,45,65,34,40,34,45,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_RIVALRY,ABILITY_INTIMIDATE,ABILITY_GUTS
SPECIES_SHROODLE,Shroodle,40,65,35,40,35,75,TYPE_POISON,TYPE_NORMAL,ABILITY_UNBURDEN,ABILITY_PICKPOCKET,ABILITY_PRANKSTER
SPECIES_SHROOMISH,Shroomish,60,40,60,40,60,35,TYPE_GRASS,TYPE_GRASS,ABILITY_EFFECT_SPORE,ABILITY_POISON_HEAL,ABILITY_QUICK_FEET
SPECIES_SHUCKLE,Shuckle,20,10,230,10,230,5,TYPE_BUG,TYPE_ROCK,ABILITY_STURDY,ABILITY_GLUTTONY,ABILITY_CONTRARY
SPECIES_SHUPPET,Shuppet,44,75,35,63,33,45,TYPE_GHOST,TYPE_GHOST,ABILITY_INSOMNIA,ABILITY_FRISK,ABILITY_CURSED_BODY
SPECIES_SIGILYPH,Sigilyph,72,58,80,103,80,97,TYPE_PSYCHIC,TYPE_FLYING,ABILITY_WONDER_SKIN,ABILITY_MAGIC_GUARD,ABILITY_TINTED_LENS
SPECIES_SILCOON,Silcoon,50,35,55,25,25,15,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,ABILITY_NONE
SPECIES_SILICOBRA,Silicobra,52,57,75,35,50,46,TYPE_GROUND,TYPE_GROUND,ABILITY_SAND_SPIT,ABILITY_SHED_SKIN,ABILITY_SAND_VEIL
SPECIES_SILVALLY_BUG,Silvally,95,95,95,95,95,95,TYPE_BUG,TYPE_BUG,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_DARK,Silvally,95,95,95,95,95,95,TYPE_DARK,TYPE_DARK,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_DRAGON,Silvally,95,95,95,95,95,95,TYPE_DRAGON,TYPE_DRAGON,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_ELECTRIC,Silvally,95,95,95,95,95,95,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_FAIRY,Silvally,95,95,95,95,95,95,TYPE_FAIRY,TYPE_FAIRY,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_FIGHTING,Silvally,95,95,95,95,95,95,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_FIRE,Silvally,95,95,95,95,95,95,TYPE_FIRE,TYPE_FIRE,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_FLYING,Silvally,95,95,95,95,95,95,TYPE_FLYING,TYPE_FLYING,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_GHOST,Silvally,95,95,95,95,95,95,TYPE_GHOST,TYPE_GHOST,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_GRASS,Silvally,95,95,95,95,95,95,TYPE_GRASS,TYPE_GRASS,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_GROUND,Silvally,95,95,95,95,95,95,TYPE_GROUND,TYPE_GROUND,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_ICE,Silvally,95,95,95,95,95,95,TYPE_ICE,TYPE_ICE,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_NORMAL,Silvally,95,95,95,95,95,95,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_POISON,Silvally,95,95,95,95,95,95,TYPE_POISON,TYPE_POISON,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_PSYCHIC,Silvally,95,95,95,95,95,95,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_ROCK,Silvally,95,95,95,95,95,95,TYPE_ROCK,TYPE_ROCK,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_STEEL,Silvally,95,95,95,95,95,95,TYPE_STEEL,TYPE_STEEL,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SILVALLY_WATER,Silvally,95,95,95,95,95,95,TYPE_WATER,TYPE_WATER,ABILITY_RKS_SYSTEM,ABILITY_NONE,ABILITY_NONE
SPECIES_SIMIPOUR,Simipour,75,98,63,98,63,101,TYPE_WATER,TYPE_WATER,ABILITY_GLUTTONY,ABILITY_NONE,ABILITY_TORRENT
SPECIES_SIMISAGE,Simisage,75,98,63,98,63,101,TYPE_GRASS,TYPE_GRASS,ABILITY_GLUTTONY,ABILITY_NONE,ABILITY_OVERGROW
SPECIES_SIMISEAR,Simisear,75,98,63,98,63,101,TYPE_FIRE,TYPE_FIRE,ABILITY_GLUTTONY,ABILITY_NONE,ABILITY_BLAZE
SPECIES_SINISTCHA_MASTERPIECE,Sinistcha,71,60,106,121,80,70,TYPE_GRASS,TYPE_GHOST,ABILITY_HOSPITALITY,ABILITY_NONE,ABILITY_HEATPROOF
SPECIES_SINISTCHA_UNREMARKABLE,Sinistcha,71,60,106,121,80,70,TYPE_GRASS,TYPE_GHOST,ABILITY_HOSPITALITY,ABILITY_NONE,ABILITY_HEATPROOF
SPECIES_SINISTEA_ANTIQUE,Sinistea,40,45,45,74,54,50,TYPE_GHOST,TYPE_GHOST,ABILITY_WEAK_ARMOR,ABILITY_NONE,ABILITY_CURSED_BODY
SPECIES_SINISTEA_PHONY,Sinistea,40,45,45,74,54,50,TYPE_GHOST,TYPE_GHOST,ABILITY_WEAK_ARMOR,ABILITY_NONE,ABILITY_CURSED_BODY
SPECIES_SIRFETCHD,Sirfetch'd,62,135,95,68,82,65,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_STEADFAST,ABILITY_NONE,ABILITY_SCRAPPY
SPECIES_SIZZLIPEDE,Sizzlipede,50,65,45,50,50,45,TYPE_FIRE,TYPE_BUG,ABILITY_FLASH_FIRE,ABILITY_WHITE_SMOKE,ABILITY_FLAME_BODY
SPECIES_SKARMORY,Skarmory,65,80,140,40,70,70,TYPE_STEEL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_STURDY,ABILITY_WEAK_ARMOR
SPECIES_SKARMORY_MEGA,Skarmory,65,140,110,40,100,110,TYPE_STEEL,TYPE_FLYING,ABILITY_STALWART,ABILITY_STALWART,ABILITY_STALWART
SPECIES_SKELEDIRGE,Skeledirge,104,75,100,110,75,66,TYPE_FIRE,TYPE_GHOST,ABILITY_BLAZE,ABILITY_NONE,ABILITY_UNAWARE
SPECIES_SKIDDO,Skiddo,66,65,48,62,57,52,TYPE_GRASS,TYPE_GRASS,ABILITY_SAP_SIPPER,ABILITY_NONE,ABILITY_GRASS_PELT
SPECIES_SKIPLOOM,Skiploom,55,45,50,45,65,80,TYPE_GRASS,TYPE_FLYING,ABILITY_CHLOROPHYLL,ABILITY_LEAF_GUARD,ABILITY_INFILTRATOR
SPECIES_SKITTY,Skitty,50,45,45,35,35,50,TYPE_NORMAL,TYPE_NORMAL,ABILITY_CUTE_CHARM,ABILITY_NORMALIZE,ABILITY_WONDER_SKIN
SPECIES_SKORUPI,Skorupi,40,50,90,30,55,65,TYPE_POISON,TYPE_BUG,ABILITY_BATTLE_ARMOR,ABILITY_SNIPER,ABILITY_KEEN_EYE
SPECIES_SKRELP,Skrelp,50,60,60,60,60,30,TYPE_POISON,TYPE_WATER,ABILITY_POISON_POINT,ABILITY_POISON_TOUCH,ABILITY_ADAPTABILITY
SPECIES_SKUNTANK,Skuntank,103,93,67,71,61,84,TYPE_POISON,TYPE_DARK,ABILITY_STENCH,ABILITY_AFTERMATH,ABILITY_KEEN_EYE
SPECIES_SKWOVET,Skwovet,70,55,55,35,35,25,TYPE_NORMAL,TYPE_NORMAL,ABILITY_CHEEK_POUCH,ABILITY_NONE,ABILITY_GLUTTONY
SPECIES_SLAKING,Slaking,150,160,100,95,65,100,TYPE_NORMAL,TYPE_NORMAL,ABILITY_TRUANT,ABILITY_NONE,ABILITY_NONE
SPECIES_SLAKOTH,Slakoth,60,60,60,35,35,30,TYPE_NORMAL,TYPE_NORMAL,ABILITY_TRUANT,ABILITY_NONE,ABILITY_NONE
SPECIES_SLIGGOO,Sliggoo,68,75,53,83,113,60,TYPE_DRAGON,TYPE_DRAGON,ABILITY_SAP_SIPPER,ABILITY_HYDRATION,ABILITY_GOOEY
SPECIES_SLIGGOO_HISUIAN,Sliggoo,58,75,83,83,113,40,TYPE_DRAGON,TYPE_STEEL,ABILITY_SAP_SIPPER,ABILITY_SHELL_ARMOR,ABILITY_GOOEY
SPECIES_SLITHER_WING,SlithrWing,85,135,79,85,105,81,TYPE_BUG,TYPE_FIGHTING,ABILITY_PROTOSYNTHESIS,ABILITY_NONE,ABILITY_NONE
SPECIES_SLOWBRO,Slowbro,95,75,110,100,80,30,TYPE_WATER,TYPE_PSYCHIC,ABILITY_OBLIVIOUS,ABILITY_OWN_TEMPO,ABILITY_REGENERATOR
SPECIES_SLOWBRO_GALARIAN,Slowbro,95,100,95,100,70,30,TYPE_POISON,TYPE_PSYCHIC,ABILITY_QUICK_DRAW,ABILITY_OWN_TEMPO,ABILITY_REGENERATOR
SPECIES_SLOWBRO_MEGA,Slowbro,95,75,180,130,80,30,TYPE_WATER,TYPE_PSYCHIC,ABILITY_SHELL_ARMOR,ABILITY_SHELL_ARMOR,ABILITY_SHELL_ARMOR
SPECIES_SLOWKING,Slowking,95,75,80,100,110,30,TYPE_WATER,TYPE_PSYCHIC,ABILITY_OBLIVIOUS,ABILITY_OWN_TEMPO,ABILITY_REGENERATOR
SPECIES_SLOWKING_GALARIAN,Slowking,95,65,80,110,110,30,TYPE_POISON,TYPE_PSYCHIC,ABILITY_CURIOUS_MEDICINE,ABILITY_OWN_TEMPO,ABILITY_REGENERATOR
SPECIES_SLOWPOKE,Slowpoke,90,65,65,40,40,15,TYPE_WATER,TYPE_PSYCHIC,ABILITY_OBLIVIOUS,ABILITY_OWN_TEMPO,ABILITY_REGENERATOR
SPECIES_SLOWPOKE_GALARIAN,Slowpoke,90,65,65,40,40,15,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_GLUTTONY,ABILITY_OWN_TEMPO,ABILITY_REGENERATOR
SPECIES_SLUGMA,Slugma,40,40,40,70,40,20,TYPE_FIRE,TYPE_FIRE,ABILITY_MAGMA_ARMOR,ABILITY_FLAME_BODY,ABILITY_WEAK_ARMOR
SPECIES_SLURPUFF,Slurpuff,82,80,86,85,75,72,TYPE_FAIRY,TYPE_FAIRY,ABILITY_SWEET_VEIL,ABILITY_NONE,ABILITY_UNBURDEN
SPECIES_SMEARGLE,Smeargle,55,20,35,20,45,75,TYPE_NORMAL,TYPE_NORMAL,ABILITY_OWN_TEMPO,ABILITY_TECHNICIAN,ABILITY_MOODY
SPECIES_SMOLIV,Smoliv,41,35,45,58,51,30,TYPE_GRASS,TYPE_NORMAL,ABILITY_EARLY_BIRD,ABILITY_NONE,ABILITY_HARVEST
SPECIES_SMOOCHUM,Smoochum,45,30,15,85,65,65,TYPE_ICE,TYPE_PSYCHIC,ABILITY_OBLIVIOUS,ABILITY_FOREWARN,ABILITY_HYDRATION
SPECIES_SNEASEL,Sneasel,55,95,55,35,75,115,TYPE_DARK,TYPE_ICE,ABILITY_INNER_FOCUS,ABILITY_KEEN_EYE,ABILITY_PICKPOCKET
SPECIES_SNEASEL_HISUIAN,Sneasel,55,95,55,35,75,115,TYPE_FIGHTING,TYPE_POISON,ABILITY_INNER_FOCUS,ABILITY_KEEN_EYE,ABILITY_PICKPOCKET
SPECIES_SNEASLER,Sneasler,80,130,60,40,80,120,TYPE_FIGHTING,TYPE_POISON,ABILITY_PRESSURE,ABILITY_UNBURDEN,ABILITY_POISON_TOUCH
SPECIES_SNIVY,Snivy,45,45,55,45,55,63,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_CONTRARY
SPECIES_SNOM,Snom,30,25,35,45,30,20,TYPE_ICE,TYPE_BUG,ABILITY_SHIELD_DUST,ABILITY_NONE,ABILITY_ICE_SCALES
SPECIES_SNORLAX,Snorlax,160,110,65,65,110,30,TYPE_NORMAL,TYPE_NORMAL,ABILITY_IMMUNITY,ABILITY_THICK_FAT,ABILITY_GLUTTONY
SPECIES_SNORLAX_GIGANTAMAX,Snorlax,160,110,65,65,110,30,TYPE_NORMAL,TYPE_NORMAL,ABILITY_IMMUNITY,ABILITY_THICK_FAT,ABILITY_GLUTTONY
SPECIES_SNORUNT,Snorunt,50,50,50,50,50,50,TYPE_ICE,TYPE_ICE,ABILITY_INNER_FOCUS,ABILITY_ICE_BODY,ABILITY_MOODY
SPECIES_SNOVER,Snover,60,62,50,62,60,40,TYPE_GRASS,TYPE_ICE,ABILITY_SNOW_WARNING,ABILITY_NONE,ABILITY_SOUNDPROOF
SPECIES_SNUBBULL,Snubbull,60,80,50,40,40,30,TYPE_FAIRY,TYPE_FAIRY,ABILITY_INTIMIDATE,ABILITY_RUN_AWAY,ABILITY_RATTLED
SPECIES_SOBBLE,Sobble,50,40,40,70,40,70,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_SNIPER
SPECIES_SOLGALEO,Solgaleo,137,137,107,113,89,97,TYPE_PSYCHIC,TYPE_STEEL,ABILITY_FULL_METAL_BODY,ABILITY_NONE,ABILITY_NONE
SPECIES_SOLOSIS,Solosis,45,30,40,105,50,20,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_OVERCOAT,ABILITY_MAGIC_GUARD,ABILITY_REGENERATOR
SPECIES_SOLROCK,Solrock,90,95,85,55,65,70,TYPE_ROCK,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_SPEAROW,Spearow,40,60,30,31,31,70,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_NONE,ABILITY_SNIPER
SPECIES_SPECTRIER,Spectrier,100,65,60,145,80,130,TYPE_GHOST,TYPE_GHOST,ABILITY_GRIM_NEIGH,ABILITY_NONE,ABILITY_NONE
SPECIES_SPEWPA,Spewpa,45,22,60,27,30,29,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,ABILITY_FRIEND_GUARD
SPECIES_SPHEAL,Spheal,70,40,50,55,50,25,TYPE_ICE,TYPE_WATER,ABILITY_THICK_FAT,ABILITY_ICE_BODY,ABILITY_OBLIVIOUS
SPECIES_SPIDOPS,Spidops,60,79,92,52,86,35,TYPE_BUG,TYPE_BUG,ABILITY_INSOMNIA,ABILITY_NONE,ABILITY_STAKEOUT
SPECIES_SPINARAK,Spinarak,40,60,40,40,40,30,TYPE_BUG,TYPE_POISON,ABILITY_SWARM,ABILITY_INSOMNIA,ABILITY_SNIPER
SPECIES_SPINDA,Spinda,60,60,60,60,60,60,TYPE_NORMAL,TYPE_NORMAL,ABILITY_OWN_TEMPO,ABILITY_TANGLED_FEET,ABILITY_CONTRARY
SPECIES_SPIRITOMB,Spiritomb,50,92,108,92,108,35,TYPE_GHOST,TYPE_DARK,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_INFILTRATOR
SPECIES_SPOINK,Spoink,60,25,35,70,80,60,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_THICK_FAT,ABILITY_OWN_TEMPO,ABILITY_GLUTTONY
SPECIES_SPRIGATITO,Sprigatito,40,61,54,45,45,65,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_PROTEAN
SPECIES_SPRITZEE,Spritzee,78,52,60,63,65,23,TYPE_FAIRY,TYPE_FAIRY,ABILITY_HEALER,ABILITY_NONE,ABILITY_AROMA_VEIL
SPECIES_SQUAWKABILLY_BLUE_PLUMAGE,Sqawkabily,82,96,51,45,51,92,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_HUSTLE,ABILITY_GUTS
SPECIES_SQUAWKABILLY_GREEN_PLUMAGE,Sqawkabily,82,96,51,45,51,92,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_HUSTLE,ABILITY_GUTS
SPECIES_SQUAWKABILLY_WHITE_PLUMAGE,Sqawkabily,82,96,51,45,51,92,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_HUSTLE,ABILITY_SHEER_FORCE
SPECIES_SQUAWKABILLY_YELLOW_PLUMAGE,Sqawkabily,82,96,51,45,51,92,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_HUSTLE,ABILITY_SHEER_FORCE
SPECIES_SQUIRTLE,Squirtle,44,48,65,50,64,43,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_RAIN_DISH
SPECIES_STAKATAKA,Stakataka,61,131,211,53,101,13,TYPE_ROCK,TYPE_STEEL,ABILITY_BEAST_BOOST,ABILITY_NONE,ABILITY_NONE
SPECIES_STANTLER,Stantler,73,95,62,85,65,85,TYPE_NORMAL,TYPE_NORMAL,ABILITY_INTIMIDATE,ABILITY_FRISK,ABILITY_SAP_SIPPER
SPECIES_STARAPTOR,Staraptor,85,120,70,50,60,100,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_NONE,ABILITY_RECKLESS
SPECIES_STARAVIA,Staravia,55,75,50,40,40,80,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_NONE,ABILITY_RECKLESS
SPECIES_STARLY,Starly,40,55,30,30,30,60,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_NONE,ABILITY_RECKLESS
SPECIES_STARMIE,Starmie,60,75,85,100,85,115,TYPE_WATER,TYPE_PSYCHIC,ABILITY_ILLUMINATE,ABILITY_NATURAL_CURE,ABILITY_ANALYTIC
SPECIES_STARMIE_MEGA,Starmie,60,100,105,130,105,120,TYPE_WATER,TYPE_PSYCHIC,ABILITY_HUGE_POWER,ABILITY_HUGE_POWER,ABILITY_HUGE_POWER
SPECIES_STARYU,Staryu,30,45,55,70,55,85,TYPE_WATER,TYPE_WATER,ABILITY_ILLUMINATE,ABILITY_NATURAL_CURE,ABILITY_ANALYTIC
SPECIES_STEELIX,Steelix,75,85,200,55,65,30,TYPE_STEEL,TYPE_GROUND,ABILITY_ROCK_HEAD,ABILITY_STURDY,ABILITY_SHEER_FORCE
SPECIES_STEELIX_MEGA,Steelix,75,125,230,55,95,30,TYPE_STEEL,TYPE_GROUND,ABILITY_SAND_FORCE,ABILITY_SAND_FORCE,ABILITY_SAND_FORCE
SPECIES_STEENEE,Steenee,52,40,48,40,48,62,TYPE_GRASS,TYPE_GRASS,ABILITY_LEAF_GUARD,ABILITY_OBLIVIOUS,ABILITY_SWEET_VEIL
SPECIES_STONJOURNER,Stonjourne,100,125,135,20,20,70,TYPE_ROCK,TYPE_ROCK,ABILITY_POWER_SPOT,ABILITY_NONE,ABILITY_NONE
SPECIES_STOUTLAND,Stoutland,85,110,90,45,90,80,TYPE_NORMAL,TYPE_NORMAL,ABILITY_INTIMIDATE,ABILITY_SAND_RUSH,ABILITY_SCRAPPY
SPECIES_STUFFUL,Stufful,70,75,50,45,50,50,TYPE_NORMAL,TYPE_FIGHTING,ABILITY_FLUFFY,ABILITY_KLUTZ,ABILITY_CUTE_CHARM
SPECIES_STUNFISK,Stunfisk,109,66,84,81,99,32,TYPE_GROUND,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_LIMBER,ABILITY_SAND_VEIL
SPECIES_STUNFISK_GALARIAN,Stunfisk,109,81,99,66,84,32,TYPE_GROUND,TYPE_STEEL,ABILITY_MIMICRY,ABILITY_NONE,ABILITY_NONE
SPECIES_STUNKY,Stunky,63,63,47,41,41,74,TYPE_POISON,TYPE_DARK,ABILITY_STENCH,ABILITY_AFTERMATH,ABILITY_KEEN_EYE
SPECIES_SUDOWOODO,Sudowoodo,70,100,115,30,65,30,TYPE_ROCK,TYPE_ROCK,ABILITY_STURDY,ABILITY_ROCK_HEAD,ABILITY_RATTLED
SPECIES_SUICUNE,Suicune,100,75,115,90,115,85,TYPE_WATER,TYPE_WATER,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_INNER_FOCUS
SPECIES_SUNFLORA,Sunflora,75,75,55,105,85,30,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_SOLAR_POWER,ABILITY_EARLY_BIRD
SPECIES_SUNKERN,Sunkern,30,30,30,30,30,30,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_SOLAR_POWER,ABILITY_EARLY_BIRD
SPECIES_SURSKIT,Surskit,40,30,32,50,52,65,TYPE_BUG,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,ABILITY_RAIN_DISH
SPECIES_SWABLU,Swablu,45,40,60,40,75,50,TYPE_NORMAL,TYPE_FLYING,ABILITY_NATURAL_CURE,ABILITY_NONE,ABILITY_CLOUD_NINE
SPECIES_SWADLOON,Swadloon,55,63,90,50,80,42,TYPE_BUG,TYPE_GRASS,ABILITY_LEAF_GUARD,ABILITY_CHLOROPHYLL,ABILITY_OVERCOAT
SPECIES_SWALOT,Swalot,100,73,83,73,83,55,TYPE_POISON,TYPE_POISON,ABILITY_LIQUID_OOZE,ABILITY_STICKY_HOLD,ABILITY_GLUTTONY
SPECIES_SWAMPERT,Swampert,100,110,90,85,90,60,TYPE_WATER,TYPE_GROUND,ABILITY_TORRENT,ABILITY_NONE,ABILITY_DAMP
SPECIES_SWAMPERT_MEGA,Swampert,100,150,110,95,110,70,TYPE_WATER,TYPE_GROUND,ABILITY_SWIFT_SWIM,ABILITY_SWIFT_SWIM,ABILITY_SWIFT_SWIM
SPECIES_SWANNA,Swanna,75,87,63,87,63,98,TYPE_WATER,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_BIG_PECKS,ABILITY_HYDRATION
SPECIES_SWELLOW,Swellow,60,85,60,75,50,125,TYPE_NORMAL,TYPE_FLYING,ABILITY_GUTS,ABILITY_NONE,ABILITY_SCRAPPY
SPECIES_SWINUB,Swinub,50,50,40,30,30,50,TYPE_ICE,TYPE_GROUND,ABILITY_OBLIVIOUS,ABILITY_SNOW_CLOAK,ABILITY_THICK_FAT
SPECIES_SWIRLIX,Swirlix,62,48,66,59,57,49,TYPE_FAIRY,TYPE_FAIRY,ABILITY_SWEET_VEIL,ABILITY_NONE,ABILITY_UNBURDEN
SPECIES_SWOOBAT,Swoobat,67,57,55,77,55,114,TYPE_PSYCHIC,TYPE_FLYING,ABILITY_UNAWARE,ABILITY_KLUTZ,ABILITY_SIMPLE
SPECIES_SYLVEON,Sylveon,95,65,65,110,130,60,TYPE_FAIRY,TYPE_FAIRY,ABILITY_CUTE_CHARM,ABILITY_CUTE_CHARM,ABILITY_PIXILATE
SPECIES_TADBULB,Tadbulb,61,31,41,59,35,45,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_OWN_TEMPO,ABILITY_STATIC,ABILITY_DAMP
SPECIES_TAILLOW,Taillow,40,55,30,30,30,85,TYPE_NORMAL,TYPE_FLYING,ABILITY_GUTS,ABILITY_NONE,ABILITY_SCRAPPY
SPECIES_TALONFLAME,Talonflame,78,81,71,74,69,126,TYPE_FIRE,TYPE_FLYING,ABILITY_FLAME_BODY,ABILITY_NONE,ABILITY_GALE_WINGS
SPECIES_TANDEMAUS,Tandemaus,50,50,45,40,45,75,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_PICKUP,ABILITY_OWN_TEMPO
SPECIES_TANGELA,Tangela,65,55,115,100,40,60,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_LEAF_GUARD,ABILITY_REGENERATOR
SPECIES_TANGROWTH,Tangrowth,100,100,125,110,50,50,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_LEAF_GUARD,ABILITY_REGENERATOR
SPECIES_TAPU_BULU,Tapu Bulu,70,130,115,85,95,75,TYPE_GRASS,TYPE_FAIRY,ABILITY_GRASSY_SURGE,ABILITY_NONE,ABILITY_TELEPATHY
SPECIES_TAPU_FINI,Tapu Fini,70,75,115,95,130,85,TYPE_WATER,TYPE_FAIRY,ABILITY_MISTY_SURGE,ABILITY_NONE,ABILITY_TELEPATHY
SPECIES_TAPU_KOKO,Tapu Koko,70,115,85,95,75,130,TYPE_ELECTRIC,TYPE_FAIRY,ABILITY_ELECTRIC_SURGE,ABILITY_NONE,ABILITY_TELEPATHY
SPECIES_TAPU_LELE,Tapu Lele,70,85,75,130,115,95,TYPE_PSYCHIC,TYPE_FAIRY,ABILITY_PSYCHIC_SURGE,ABILITY_NONE,ABILITY_TELEPATHY
